1.037797927856445312e+00,8.305760025978088379e-01,2.771406650543212891e+00,2.550674676895141602e+00,6.156728863716125488e-01,6.081503033638000488e-01,8.760944008827209473e-01,2.731105089187622070e+00,7.132546305656433105e-01,2.782264471054077148e+00
1.401504158973693848e+00,1.510685324668884277e+00,2.361101150512695312e+00,2.573888301849365234e+00,1.331077814102172852e+00,6.656387448310852051e-01,6.416532397270202637e-01,2.383728504180908203e+00,7.621610164642333984e-01,2.698641538619995117e+00
9.377291798591613770e-01,8.130056262016296387e-01,3.060513734817504883e+00,2.465416908264160156e+00,7.656110525131225586e-01,9.799278378486633301e-01,7.589635252952575684e-01,2.556790590286254883e+00,5.243951082229614258e-01,2.730842113494873047e+00
1.226878643035888672e+00,1.071174263954162598e+00,2.415934085845947266e+00,2.731251478195190430e+00,9.299749135971069336e-01,3.953015804290771484e-01,1.028630852699279785e+00,2.094332695007324219e+00,1.038682222366333008e+00,2.988368034362792969e+00
1.425531506538391113e+00,1.123899459838867188e+00,2.490643978118896484e+00,2.826513767242431641e+00,8.193655610084533691e-01,8.658801317214965820e-01,5.254263281822204590e-01,1.894756197929382324e+00,7.754129767417907715e-01,1.929314255714416504e+00
6.234437227249145508e-01,1.342748522758483887e+00,3.327086925506591797e+00,2.518661975860595703e+00,6.912128925323486328e-01,1.543292880058288574e+00,9.712345600128173828e-01,2.434303998947143555e+00,8.432699441909790039e-01,3.854296684265136719e+00
5.302000641822814941e-01,1.343108654022216797e+00,2.647029876708984375e+00,2.506386041641235352e+00,7.402360439300537109e-01,7.541522979736328125e-01,4.923953711986541748e-01,1.962324380874633789e+00,1.174763798713684082e+00,2.904660224914550781e+00
6.941952109336853027e-01,1.056751608848571777e+00,2.400576829910278320e+00,2.861405134201049805e+00,1.003507137298583984e+00,4.476450979709625244e-01,1.076649188995361328e+00,2.936800718307495117e+00,8.811428546905517578e-01,2.243126630783081055e+00
4.337208569049835205e-01,1.602388978004455566e+00,2.376490592956542969e+00,2.900418519973754883e+00,5.250207185745239258e-01,7.530682682991027832e-01,1.045745253562927246e+00,2.224279880523681641e+00,9.259675145149230957e-01,2.862020730972290039e+00
8.783399462699890137e-01,1.220266222953796387e+00,2.943888664245605469e+00,2.736449241638183594e+00,1.214163184165954590e+00,3.656235635280609131e-01,1.809484958648681641e-01,2.117976427078247070e+00,1.236250400543212891e+00,2.030103206634521484e+00
8.502431511878967285e-01,1.555375933647155762e+00,2.816123247146606445e+00,2.502140760421752930e+00,1.086706161499023438e+00,1.059357285499572754e+00,7.272980809211730957e-01,2.093857049942016602e+00,1.240263342857360840e+00,2.615784168243408203e+00
8.647309541702270508e-01,1.203295707702636719e+00,2.969003677368164062e+00,3.027714490890502930e+00,5.646167993545532227e-01,1.080647468566894531e+00,9.841178059577941895e-01,2.057871818542480469e+00,6.853839159011840820e-01,2.808495521545410156e+00
2.602734267711639404e-01,6.768694519996643066e-01,2.528200864791870117e+00,2.608272075653076172e+00,5.578132271766662598e-01,9.342631697654724121e-01,7.725399732589721680e-01,2.472963571548461914e+00,1.082159757614135742e+00,3.332284688949584961e+00
1.199906468391418457e+00,8.974945545196533203e-01,1.946090579032897949e+00,2.861847400665283203e+00,5.776745676994323730e-01,5.895395278930664062e-01,6.262171864509582520e-01,1.930641055107116699e+00,4.433678984642028809e-01,2.774363994598388672e+00
7.725430727005004883e-01,7.884793281555175781e-01,3.373734235763549805e+00,2.154059886932373047e+00,1.052430748939514160e+00,1.037692904472351074e+00,5.250674486160278320e-01,2.512875556945800781e+00,6.754726171493530273e-01,2.989594697952270508e+00
1.129513263702392578e+00,7.930361628532409668e-01,3.134770154953002930e+00,2.202594995498657227e+00,1.547919750213623047e+00,2.678789794445037842e-01,8.231468200683593750e-01,2.966291189193725586e+00,7.007573246955871582e-01,2.381190538406372070e+00
1.224176526069641113e+00,9.121636748313903809e-01,2.893398046493530273e+00,2.975730657577514648e+00,8.554384708404541016e-01,8.461226224899291992e-01,1.012240409851074219e+00,2.028997182846069336e+00,1.044485330581665039e+00,3.480303049087524414e+00
1.187938928604125977e+00,1.239307165145874023e+00,2.705657005310058594e+00,2.816802978515625000e+00,4.869726598262786865e-01,1.156533360481262207e+00,9.728016257286071777e-01,2.459952592849731445e+00,1.184807181358337402e+00,2.867870092391967773e+00
1.073740601539611816e+00,1.311373114585876465e+00,2.977655410766601562e+00,2.318500041961669922e+00,1.072685480117797852e+00,3.737391829490661621e-01,3.955584764480590820e-01,2.431900024414062500e+00,1.190543889999389648e+00,3.046380519866943359e+00
1.307608485221862793e+00,8.659495711326599121e-01,2.433444976806640625e+00,2.848364591598510742e+00,1.251462817192077637e+00,6.489607095718383789e-01,1.557166695594787598e+00,2.275716781616210938e+00,6.628425717353820801e-01,3.827389478683471680e+00
8.750601410865783691e-01,5.435423851013183594e-01,3.470778942108154297e+00,2.619124650955200195e+00,9.844644069671630859e-01,6.515915393829345703e-01,1.073041200637817383e+00,2.511728763580322266e+00,8.475717306137084961e-01,2.220269203186035156e+00
5.302430987358093262e-01,1.387861967086791992e+00,2.557708740234375000e+00,2.295920610427856445e+00,1.040878653526306152e+00,1.075675129890441895e+00,1.058782100677490234e+00,2.676385164260864258e+00,5.699725747108459473e-01,2.510267496109008789e+00
9.651770591735839844e-01,1.505797863006591797e+00,3.338500261306762695e+00,2.712208032608032227e+00,7.288916110992431641e-01,9.332129359245300293e-01,4.529510438442230225e-01,2.401584625244140625e+00,9.431487917900085449e-01,3.030397653579711914e+00
7.834106087684631348e-01,1.618530511856079102e+00,2.165326833724975586e+00,2.071691751480102539e+00,7.662981152534484863e-01,7.430205345153808594e-01,6.112475991249084473e-01,2.592322111129760742e+00,1.366719245910644531e+00,2.480963706970214844e+00
7.767845988273620605e-01,6.631633639335632324e-01,2.755809783935546875e+00,2.187513113021850586e+00,9.648353457450866699e-01,8.234503865242004395e-01,1.142088651657104492e+00,3.050635814666748047e+00,6.864975094795227051e-01,2.631258249282836914e+00
6.823425889015197754e-01,8.101689219474792480e-01,2.752836465835571289e+00,2.656772851943969727e+00,6.388312578201293945e-01,2.902857661247253418e-01,6.947759985923767090e-01,2.087074995040893555e+00,7.728564739227294922e-01,3.302998065948486328e+00
1.090873360633850098e+00,1.124691009521484375e+00,2.531446933746337891e+00,2.266252994537353516e+00,4.173556268215179443e-01,1.021520018577575684e+00,1.312692523002624512e+00,2.640169143676757812e+00,3.470158874988555908e-01,3.037781953811645508e+00
1.137693405151367188e+00,6.523560285568237305e-01,2.687186479568481445e+00,2.616613626480102539e+00,2.706628739833831787e-01,1.113361239433288574e+00,6.452698111534118652e-01,2.771667242050170898e+00,2.227901220321655273e-01,3.359082460403442383e+00
