Pretraining model on donor units
Iteration:0	Loss_mean:0.29518237709999084	Loss_std:0.0
Iteration:100	Loss_mean:0.5986467176117003	Loss_std:0.45219662479457545
Iteration:200	Loss_mean:0.43195743213174864	Loss_std:0.3991317333433094
Iteration:300	Loss_mean:0.41040887955576183	Loss_std:0.3704146458291886
Iteration:400	Loss_mean:0.2845906059769914	Loss_std:0.30547112118103575
Iteration:500	Loss_mean:0.22586749147158117	Loss_std:0.2267989228080501
Iteration:600	Loss_mean:0.22241639400133864	Loss_std:0.18879601161589746
Iteration:700	Loss_mean:0.1759656165901106	Loss_std:0.1696059574581513
Iteration:800	Loss_mean:0.1729303212254308	Loss_std:0.1596221075839732
Iteration:900	Loss_mean:0.13653685838100502	Loss_std:0.12565165087551308
Iteration:1000	Loss_mean:0.1048643049178645	Loss_std:0.11760487723206393
Iteration:1100	Loss_mean:0.1105503015872091	Loss_std:0.11649274432974899
Iteration:1200	Loss_mean:0.10027316470281221	Loss_std:0.1136361613429532
Iteration:1300	Loss_mean:0.08236486237612553	Loss_std:0.10837521860148894
Iteration:1400	Loss_mean:0.052885080797132104	Loss_std:0.03805108624706244
Iteration:1500	Loss_mean:0.0458549992434564	Loss_std:0.046816780401494645
Iteration:1600	Loss_mean:0.044344770279712974	Loss_std:0.04871867478074588
Iteration:1700	Loss_mean:0.04852880082558841	Loss_std:0.04405913631011204
Iteration:1800	Loss_mean:0.033728607837110756	Loss_std:0.02773484443424167
Iteration:1900	Loss_mean:0.03471386005170643	Loss_std:0.03459547584792901
Iteration:2000	Loss_mean:0.03372757117205765	Loss_std:0.03064124472357702
Iteration:2100	Loss_mean:0.028251211100723594	Loss_std:0.022840821020516655
Iteration:2200	Loss_mean:0.028505188905401154	Loss_std:0.02925845835714489
Iteration:2300	Loss_mean:0.031596195362508295	Loss_std:0.025423459951192218
Iteration:2400	Loss_mean:0.034437517918413506	Loss_std:0.0305138898665168
Iteration:2500	Loss_mean:0.030388208932708948	Loss_std:0.02696840031353846
Iteration:2600	Loss_mean:0.029254578311520164	Loss_std:0.024207042451830238
Iteration:2700	Loss_mean:0.026901608101907185	Loss_std:0.02411652916391467
Iteration:2800	Loss_mean:0.026604174441308713	Loss_std:0.023292336769073607
Iteration:2900	Loss_mean:0.026374156514648348	Loss_std:0.028949305880523895
Iteration:3000	Loss_mean:0.02731921389349736	Loss_std:0.023507986955003786
Iteration:3100	Loss_mean:0.02650685315951705	Loss_std:0.027114758682167728
Iteration:3200	Loss_mean:0.025481758103123867	Loss_std:0.023005736423658375
Iteration:3300	Loss_mean:0.03192429402726702	Loss_std:0.031117994944915576
Iteration:3400	Loss_mean:0.022585564740584232	Loss_std:0.019453413148364348
Iteration:3500	Loss_mean:0.02763289123715367	Loss_std:0.02670077310223486
Iteration:3600	Loss_mean:0.02817340323876124	Loss_std:0.024576381128962054
Iteration:3700	Loss_mean:0.02616665243403986	Loss_std:0.02415951217642007
Iteration:3800	Loss_mean:0.02200224252359476	Loss_std:0.021423456664449288
Iteration:3900	Loss_mean:0.026821865958336275	Loss_std:0.024414025450288347
Iteration:4000	Loss_mean:0.025985075392527507	Loss_std:0.029489046595283928
Iteration:4100	Loss_mean:0.023447351332288237	Loss_std:0.022014522726542453
Iteration:4200	Loss_mean:0.029142090468667448	Loss_std:0.026323879057794684
Iteration:4300	Loss_mean:0.024221254308940843	Loss_std:0.02942826290088452
Iteration:4400	Loss_mean:0.02412870354775805	Loss_std:0.02645785166078234
Iteration:4500	Loss_mean:0.02614631784541416	Loss_std:0.026377678661380598
Iteration:4600	Loss_mean:0.024272094633779488	Loss_std:0.02021507744611906
Iteration:4700	Loss_mean:0.023454910148866474	Loss_std:0.02284694011813008
Iteration:4800	Loss_mean:0.02245141565683298	Loss_std:0.024198248408899056
Iteration:4900	Loss_mean:0.02344036487163976	Loss_std:0.023396421075641466
Iteration:5000	Loss_mean:0.02512840622162912	Loss_std:0.02232226938381826
Iteration:5100	Loss_mean:0.021634414497530088	Loss_std:0.02116876528598137
Iteration:5200	Loss_mean:0.02255189054994844	Loss_std:0.02324157657198958
Iteration:5300	Loss_mean:0.02407650512526743	Loss_std:0.024465862345226935
Iteration:5400	Loss_mean:0.023501786547712983	Loss_std:0.023747784669941235
Iteration:5500	Loss_mean:0.023266396004182753	Loss_std:0.020285128726979667
Iteration:5600	Loss_mean:0.022815904651070015	Loss_std:0.02082034944461164
Iteration:5700	Loss_mean:0.023694612028775736	Loss_std:0.02163050919239899
Iteration:5800	Loss_mean:0.02304356203880161	Loss_std:0.0206794675106152
Iteration:5900	Loss_mean:0.022932217935594964	Loss_std:0.02143890636832654
Iteration:6000	Loss_mean:0.02276621455908753	Loss_std:0.020673955784239202
Iteration:6100	Loss_mean:0.02045370477513643	Loss_std:0.020989687613188136
Iteration:6200	Loss_mean:0.021859038972179404	Loss_std:0.02268688434518675
Iteration:6300	Loss_mean:0.020333630440873093	Loss_std:0.020322483692341357
