Running experiment synthetic
Pretraining model on donor units
Iteration:0	Loss_mean:0.27221930027008057	Loss_std:0.0
Iteration:100	Loss_mean:0.9184619334712625	Loss_std:0.650662420154395
Iteration:200	Loss_mean:0.6277256383746862	Loss_std:0.4780621702565507
Iteration:300	Loss_mean:0.2295626260340214	Loss_std:0.22277471823407471
Iteration:400	Loss_mean:0.13605133233591915	Loss_std:0.08614994525044428
Iteration:500	Loss_mean:0.10459487004205585	Loss_std:0.09990274603853627
Iteration:600	Loss_mean:0.06824943520128728	Loss_std:0.05816683674867255
Iteration:700	Loss_mean:0.06128373346757144	Loss_std:0.06837502191582716
Iteration:800	Loss_mean:0.05291945382487029	Loss_std:0.049557847740510745
Iteration:900	Loss_mean:0.04140241130022332	Loss_std:0.04151825040991704
Iteration:1000	Loss_mean:0.03554509991314262	Loss_std:0.03725084965419039
Iteration:1100	Loss_mean:0.03944346331525594	Loss_std:0.039681284723379145
Iteration:1200	Loss_mean:0.03957799459341913	Loss_std:0.04473304616034656
Iteration:1300	Loss_mean:0.03852489008277189	Loss_std:0.035214105010327464
Iteration:1400	Loss_mean:0.03832231802749447	Loss_std:0.04264733975956544
Iteration:1500	Loss_mean:0.03136701671639457	Loss_std:0.03685072380667466
Iteration:1600	Loss_mean:0.03073534294264391	Loss_std:0.02911950834921684
Iteration:1700	Loss_mean:0.039800953543162904	Loss_std:0.041104622299017984
Iteration:1800	Loss_mean:0.02368545448873192	Loss_std:0.023774898585573623
Iteration:1900	Loss_mean:0.027969952663406728	Loss_std:0.03407462668332013
Iteration:2000	Loss_mean:0.032524459545966236	Loss_std:0.03689224690213981
Iteration:2100	Loss_mean:0.032910868626786396	Loss_std:0.03368424218138755
Iteration:2200	Loss_mean:0.02394999820739031	Loss_std:0.02927448256120206
Iteration:2300	Loss_mean:0.0277950866043102	Loss_std:0.03284106454339612
Iteration:2400	Loss_mean:0.027455455200979487	Loss_std:0.03184549632457746
Iteration:2500	Loss_mean:0.027391400192864238	Loss_std:0.029904949384188563
Iteration:2600	Loss_mean:0.026919717681594194	Loss_std:0.026937206737027333
Iteration:2700	Loss_mean:0.0292967227648478	Loss_std:0.035835871769744176
Iteration:2800	Loss_mean:0.025461977644590662	Loss_std:0.029929769406774807
Iteration:2900	Loss_mean:0.029482716226484625	Loss_std:0.029048428755911612
Iteration:3000	Loss_mean:0.026231186074437574	Loss_std:0.02835886213573709
Iteration:3100	Loss_mean:0.024594129195902495	Loss_std:0.02714627095723805
Iteration:3200	Loss_mean:0.028853530118940398	Loss_std:0.030546869243155184
Iteration:3300	Loss_mean:0.028576030435506255	Loss_std:0.026520805800213522
Iteration:3400	Loss_mean:0.02070435521134641	Loss_std:0.020455402597350736
Iteration:3500	Loss_mean:0.024887638944201172	Loss_std:0.025551769587223876
Iteration:3600	Loss_mean:0.022301822734298184	Loss_std:0.02082704749209276
Iteration:3700	Loss_mean:0.01845595197752118	Loss_std:0.016734518788036567
Iteration:3800	Loss_mean:0.017798267842736096	Loss_std:0.015972994767773814
Iteration:3900	Loss_mean:0.017749218262033538	Loss_std:0.017178709890474014
Iteration:4000	Loss_mean:0.015552493709838017	Loss_std:0.015053121447243238
