1.197473168373107910e+00,1.374634504318237305e+00,3.082779169082641602e+00,2.867181539535522461e+00,1.206310629844665527e+00,7.052489519119262695e-01,1.275962352752685547e+00,2.356806039810180664e+00,6.179405450820922852e-01,2.840996742248535156e+00
1.659686803817749023e+00,2.033583879470825195e+00,2.749883413314819336e+00,2.930438995361328125e+00,7.126210927963256836e-01,8.782002925872802734e-01,1.084771871566772461e+00,2.575988531112670898e+00,7.437354326248168945e-01,2.814452171325683594e+00
1.475612998008728027e+00,9.517637491226196289e-01,2.704442262649536133e+00,2.891336917877197266e+00,6.856713891029357910e-01,1.262166500091552734e+00,7.195052504539489746e-01,3.033238410949707031e+00,1.206112980842590332e+00,3.028232812881469727e+00
1.226380467414855957e+00,1.876791357994079590e+00,3.040326356887817383e+00,2.793216705322265625e+00,1.295720458030700684e+00,8.933098912239074707e-01,3.843812048435211182e-01,2.701649188995361328e+00,8.651747703552246094e-01,3.000184059143066406e+00
4.950051009654998779e-01,1.453631520271301270e+00,2.753235340118408203e+00,2.676425695419311523e+00,1.006406545639038086e+00,9.703983068466186523e-01,8.960484862327575684e-01,2.453277349472045898e+00,1.294530630111694336e+00,2.699710369110107422e+00
1.290083646774291992e+00,1.091166734695434570e+00,2.010218143463134766e+00,2.465558767318725586e+00,9.210023880004882812e-01,1.075183510780334473e+00,5.821551084518432617e-01,2.443396091461181641e+00,9.087044000625610352e-01,2.625984907150268555e+00
9.748612642288208008e-01,1.268649816513061523e+00,2.563144922256469727e+00,2.468051195144653320e+00,6.187987327575683594e-01,7.773905992507934570e-01,7.164560556411743164e-01,2.296612977981567383e+00,1.172467589378356934e+00,2.929179430007934570e+00
8.924584388732910156e-01,9.375737309455871582e-01,2.694222211837768555e+00,2.397622108459472656e+00,2.989046275615692139e-01,7.960681915283203125e-01,9.389868974685668945e-01,2.256733655929565430e+00,5.885162353515625000e-01,2.321426391601562500e+00
9.778527617454528809e-01,1.122813224792480469e+00,3.225456476211547852e+00,2.708589792251586914e+00,9.552727341651916504e-01,9.708930850028991699e-01,6.992647647857666016e-01,2.323845148086547852e+00,1.069834113121032715e+00,2.880805015563964844e+00
7.283231616020202637e-01,1.092064857482910156e+00,2.651565551757812500e+00,2.964373588562011719e+00,1.582835912704467773e+00,1.175120830535888672e+00,1.113994121551513672e+00,1.816513657569885254e+00,8.754034042358398438e-01,2.607629537582397461e+00
1.146817564964294434e+00,7.106885910034179688e-01,3.283764839172363281e+00,2.578931570053100586e+00,7.009222507476806641e-01,1.116401195526123047e+00,7.823833823204040527e-01,3.327082157135009766e+00,6.604129672050476074e-01,2.987989902496337891e+00
7.587811946868896484e-01,1.652034640312194824e+00,2.272268533706665039e+00,2.614570379257202148e+00,3.652702569961547852e-01,7.294968962669372559e-01,5.540912151336669922e-01,2.704294919967651367e+00,1.424694061279296875e+00,2.789663553237915039e+00
1.140326261520385742e+00,1.016006469726562500e+00,2.338078737258911133e+00,2.619088411331176758e+00,5.328065156936645508e-01,6.649385690689086914e-01,5.408140420913696289e-01,2.405908346176147461e+00,6.716582179069519043e-01,2.838597774505615234e+00
1.254142999649047852e+00,1.389547109603881836e+00,2.825174570083618164e+00,2.853321313858032227e+00,1.073616266250610352e+00,1.121303081512451172e+00,1.075852632522583008e+00,2.109902620315551758e+00,3.274750113487243652e-01,2.413052797317504883e+00
1.389679670333862305e+00,8.859978914260864258e-01,2.964349031448364258e+00,2.478983163833618164e+00,8.294569253921508789e-01,7.401276230812072754e-01,4.210567474365234375e-01,2.413127660751342773e+00,1.455522298812866211e+00,2.924637794494628906e+00
8.077614903450012207e-01,1.423694014549255371e+00,2.587598562240600586e+00,2.583786249160766602e+00,6.128323674201965332e-01,5.783465504646301270e-01,4.732924997806549072e-01,2.706148862838745117e+00,1.333659887313842773e+00,2.538961410522460938e+00
