Running experiment synthetic
Pretraining model on donor units
Iteration:0	Loss_mean:0.2303452491760254	Loss_std:0.0
Iteration:100	Loss_mean:0.27964314494340214	Loss_std:0.29545707284384465
Iteration:200	Loss_mean:0.20117133012259727	Loss_std:0.21888745470326348
Iteration:300	Loss_mean:0.131796830939129	Loss_std:0.17196960478579418
Iteration:400	Loss_mean:0.10528087515558582	Loss_std:0.1147531712702771
Iteration:500	Loss_mean:0.09322366793465335	Loss_std:0.08908280094761464
Iteration:600	Loss_mean:0.08180436812806874	Loss_std:0.07520348161329117
Iteration:700	Loss_mean:0.06068996675487142	Loss_std:0.055272092864384385
Iteration:800	Loss_mean:0.0542078639727697	Loss_std:0.056872015345367934
Iteration:900	Loss_mean:0.04261136890418129	Loss_std:0.04901579226974507
Iteration:1000	Loss_mean:0.037458117880159986	Loss_std:0.04496847157146345
Iteration:1100	Loss_mean:0.039380776307079944	Loss_std:0.043591349492264966
Iteration:1200	Loss_mean:0.03436734015820548	Loss_std:0.03275308473214245
Iteration:1300	Loss_mean:0.02317198567528976	Loss_std:0.024397749764266508
Iteration:1400	Loss_mean:0.024718541135662235	Loss_std:0.030621362198528186
Iteration:1500	Loss_mean:0.02874291725769581	Loss_std:0.030555588727934308
Iteration:1600	Loss_mean:0.027858567902376306	Loss_std:0.030996932398743324
Iteration:1700	Loss_mean:0.02622157582780346	Loss_std:0.028059372074322752
Iteration:1800	Loss_mean:0.025294711622700562	Loss_std:0.022937442577024757
Iteration:1900	Loss_mean:0.021187629616470076	Loss_std:0.02057032340030518
Iteration:2000	Loss_mean:0.026424823177512734	Loss_std:0.02548808544044607
Iteration:2100	Loss_mean:0.021071122594585177	Loss_std:0.022610389877154424
Iteration:2200	Loss_mean:0.023718991242567426	Loss_std:0.02845206243777685
Iteration:2300	Loss_mean:0.023171347224015336	Loss_std:0.025262010334190555
Iteration:2400	Loss_mean:0.024930392996175214	Loss_std:0.024249449034205003
Iteration:2500	Loss_mean:0.023461531064021983	Loss_std:0.025635319062693476
Iteration:2600	Loss_mean:0.019760346902767196	Loss_std:0.01867989005009001
Iteration:2700	Loss_mean:0.02264169082045555	Loss_std:0.025190333309091442
Iteration:2800	Loss_mean:0.02300040655070916	Loss_std:0.021726477605225475
Iteration:2900	Loss_mean:0.026215878837392667	Loss_std:0.029535304996275862
Iteration:3000	Loss_mean:0.021684102026847542	Loss_std:0.021814486362429882
Iteration:3100	Loss_mean:0.019469800373044563	Loss_std:0.022142462781051777
Iteration:3200	Loss_mean:0.021394504818017593	Loss_std:0.02328157953173472
Iteration:3300	Loss_mean:0.025826365335560694	Loss_std:0.02715965746931932
Iteration:3400	Loss_mean:0.017428325338987635	Loss_std:0.018630557685195615
Iteration:3500	Loss_mean:0.016985017819097267	Loss_std:0.01547987842047187
Iteration:3600	Loss_mean:0.02039972053898964	Loss_std:0.02230387355597842
Iteration:3700	Loss_mean:0.02252595034889964	Loss_std:0.02455614263102005
Iteration:3800	Loss_mean:0.020321964902686885	Loss_std:0.022595237234126195
Iteration:3900	Loss_mean:0.02290609196090372	Loss_std:0.02386401949990616
Iteration:4000	Loss_mean:0.017489529615850187	Loss_std:0.01898032754582275
Iteration:4100	Loss_mean:0.017156482447462623	Loss_std:0.021186201728580933
Iteration:4200	Loss_mean:0.01827865373408713	Loss_std:0.0213267344236811
Iteration:4300	Loss_mean:0.018018937890883536	Loss_std:0.016227421056615718
Iteration:4400	Loss_mean:0.015991468983193046	Loss_std:0.021631108914364598
Iteration:4500	Loss_mean:0.01887433531577699	Loss_std:0.024735044845072805
Iteration:4600	Loss_mean:0.020571236387804673	Loss_std:0.025682675216897398
Iteration:4700	Loss_mean:0.017393044345772067	Loss_std:0.01719819916519309
Iteration:4800	Loss_mean:0.01167374706681585	Loss_std:0.01421272125465796
Iteration:4900	Loss_mean:0.01614282652401016	Loss_std:0.017631642597890292
