Running experiment synthetic
Low rank conversion done
Pretraining model on donor units
Iteration:0	Loss_mean:1.0890278816223145	Loss_std:0.0
Iteration:100	Loss_mean:0.5831293557584286	Loss_std:0.42996727253470074
Iteration:200	Loss_mean:0.3599036307260394	Loss_std:0.32377258027448513
Iteration:300	Loss_mean:0.17819769881665706	Loss_std:0.16167461732610308
Iteration:400	Loss_mean:0.13785172851756214	Loss_std:0.09881373881096278
Iteration:500	Loss_mean:0.10470417166128755	Loss_std:0.06837839638870852
Iteration:600	Loss_mean:0.06765932885929943	Loss_std:0.04390654241494696
Iteration:700	Loss_mean:0.04758640477433801	Loss_std:0.031363577554493045
Iteration:800	Loss_mean:0.03881820957642049	Loss_std:0.029238545562518103
Iteration:900	Loss_mean:0.029726160415448247	Loss_std:0.024553947039320356
Iteration:1000	Loss_mean:0.026214769086800517	Loss_std:0.022423812099385966
Iteration:1100	Loss_mean:0.026536730313673616	Loss_std:0.02161911318335462
Iteration:1200	Loss_mean:0.024086819258518518	Loss_std:0.02407704629984897
Iteration:1300	Loss_mean:0.027244667008053513	Loss_std:0.024188321214706134
Iteration:1400	Loss_mean:0.024872024622745813	Loss_std:0.02276263358248969
Iteration:1500	Loss_mean:0.023558814936550335	Loss_std:0.024973389013956772
Iteration:1600	Loss_mean:0.021769996957154945	Loss_std:0.02199931806066552
Iteration:1700	Loss_mean:0.022687623953679577	Loss_std:0.02203113055595562
Iteration:1800	Loss_mean:0.018263676199130715	Loss_std:0.01607227284133641
Iteration:1900	Loss_mean:0.020842063463060185	Loss_std:0.020458279055036385
Iteration:2000	Loss_mean:0.018373147622332907	Loss_std:0.018197525376850123
Iteration:2100	Loss_mean:0.02145382239599712	Loss_std:0.021963504497409848
Iteration:2200	Loss_mean:0.018403887543827296	Loss_std:0.01786151192022836
Iteration:2300	Loss_mean:0.02264737938181497	Loss_std:0.028024631849742764
Iteration:2400	Loss_mean:0.019169465221348218	Loss_std:0.018942859843316607
Iteration:2500	Loss_mean:0.021444494311581366	Loss_std:0.02245482073145759
Iteration:2600	Loss_mean:0.019365220331819727	Loss_std:0.017569613274142037
Iteration:2700	Loss_mean:0.020491411256371064	Loss_std:0.020412400101842507
Iteration:2800	Loss_mean:0.017505352483130992	Loss_std:0.015975033429872373
Iteration:2900	Loss_mean:0.023880729395314118	Loss_std:0.023565228905490516
Iteration:3000	Loss_mean:0.018565251688705757	Loss_std:0.01737225728762119
Iteration:3100	Loss_mean:0.018410922943148764	Loss_std:0.016416160889729053
Iteration:3200	Loss_mean:0.023590521055157295	Loss_std:0.024886535152292315
Iteration:3300	Loss_mean:0.023172772825928403	Loss_std:0.024002814358662933
