2.231703042984008789e+00,4.031987786293029785e-01,3.846670866012573242e+00,2.172561168670654297e+00,1.116265892982482910e+00,9.397718906402587891e-01,1.763216972351074219e+00,1.453322917222976685e-01,2.205035209655761719e+00,1.151218295097351074e+00
1.160947322845458984e+00,2.656763195991516113e-01,3.788564920425415039e+00,2.648772001266479492e+00,9.400246143341064453e-01,8.834856152534484863e-01,1.633013963699340820e+00,1.090527892112731934e+00,1.305250883102416992e+00,8.807886242866516113e-01
2.057866334915161133e+00,5.758264288306236267e-02,3.751287460327148438e+00,2.003078699111938477e+00,1.343444585800170898e+00,1.528011202812194824e+00,8.239848613739013672e-01,1.381390810012817383e+00,1.291056156158447266e+00,1.111173510551452637e+00
1.773872256278991699e+00,7.517559528350830078e-01,2.823570013046264648e+00,1.673124790191650391e+00,-3.751851618289947510e-02,6.715231537818908691e-01,1.558031320571899414e+00,4.388384521007537842e-01,1.787505388259887695e+00,1.278240680694580078e-01
2.735322713851928711e+00,1.458233952522277832e+00,3.279901266098022461e+00,2.615350246429443359e+00,1.101414442062377930e+00,1.437769174575805664e+00,3.835396170616149902e-01,2.061852931976318359e+00,9.147680997848510742e-01,9.052443504333496094e-01
3.123919963836669922e+00,9.874005913734436035e-01,2.693954944610595703e+00,2.330440521240234375e+00,1.949943780899047852e+00,1.128016352653503418e+00,1.286152839660644531e+00,6.879697442054748535e-01,7.715416550636291504e-01,1.452463030815124512e+00
2.859367370605468750e+00,1.530014723539352417e-01,2.470822572708129883e+00,2.453099966049194336e+00,2.283553600311279297e+00,1.471915125846862793e+00,7.169591784477233887e-01,1.240440368652343750e+00,1.103458762168884277e+00,5.731056332588195801e-01
2.490234851837158203e+00,-2.509985268115997314e-01,3.032850980758666992e+00,2.508104801177978516e+00,3.503753840923309326e-01,1.175660490989685059e+00,3.820312917232513428e-01,1.676328659057617188e+00,1.212672233581542969e+00,4.850087463855743408e-01
2.430753469467163086e+00,-2.355292141437530518e-01,2.569683313369750977e+00,2.954164028167724609e+00,1.595828652381896973e+00,1.138005733489990234e+00,1.010477423667907715e+00,9.306579232215881348e-01,1.079164981842041016e+00,6.100189089775085449e-01
2.016393661499023438e+00,4.472744092345237732e-02,3.379339218139648438e+00,1.884758949279785156e+00,1.491806626319885254e+00,1.456802725791931152e+00,7.229168415069580078e-01,2.948961555957794189e-01,1.666462898254394531e+00,1.014585375785827637e+00
1.738547325134277344e+00,-5.941252112388610840e-01,3.254549741744995117e+00,2.425617456436157227e+00,7.873175144195556641e-01,1.808110713958740234e+00,1.039999485015869141e+00,5.886040329933166504e-01,9.181155562400817871e-01,6.592121124267578125e-01
2.018045425415039062e+00,6.935747861862182617e-01,2.749144077301025391e+00,2.549100399017333984e+00,2.315610051155090332e-01,1.945168614387512207e+00,3.844504356384277344e-01,2.275564223527908325e-01,1.382467985153198242e+00,1.257865190505981445e+00
