8.292009681463241577e-02,-1.000245846807956696e-02,-6.586749553680419922e-01,-6.614034771919250488e-01,4.256297647953033447e-01,6.540610790252685547e-01,1.134517118334770203e-01,5.019072890281677246e-01,3.252103030681610107e-01,5.581192970275878906e-01
-7.538429647684097290e-02,1.652698040008544922e+00,-2.998616397380828857e-01,1.115074455738067627e-01,-2.015397995710372925e-01,-1.873280256986618042e-01,5.761716365814208984e-01,7.537112236022949219e-01,-1.335099488496780396e-01,4.062203764915466309e-01
5.125143006443977356e-02,6.735062003135681152e-01,-4.348691701889038086e-01,-1.435915708541870117e+00,6.007078289985656738e-01,-5.094628930091857910e-01,-2.408894449472427368e-01,-1.021639227867126465e+00,9.112049341201782227e-01,6.412502527236938477e-01
8.998364955186843872e-02,1.279247403144836426e+00,-4.056081473827362061e-01,-6.100949048995971680e-01,3.852455019950866699e-01,2.822162806987762451e-01,-1.750215739011764526e-01,-2.606431841850280762e-01,3.348946198821067810e-02,6.671457290649414062e-01
2.020526863634586334e-02,-1.726614236831665039e-01,-1.422420144081115723e+00,-7.421563267707824707e-01,-2.276283502578735352e-01,1.240048110485076904e-01,6.769022941589355469e-01,1.347937583923339844e+00,-6.072230339050292969e-01,1.820581406354904175e-01
6.309754848480224609e-01,8.233582973480224609e-01,-6.342625021934509277e-01,-1.544147610664367676e+00,1.324348002672195435e-01,1.069208025932312012e+00,1.158683180809020996e+00,-3.003280758857727051e-01,2.282646447420120239e-01,-8.045026659965515137e-01
-2.036936581134796143e-01,2.849082350730895996e-01,-8.316560983657836914e-01,1.179651916027069092e-01,2.859953939914703369e-01,1.732199825346469879e-02,-1.358122974634170532e-01,-9.026563912630081177e-02,5.129285454750061035e-01,-8.191674947738647461e-02
1.417006552219390869e-01,4.374606013298034668e-01,-3.736741542816162109e-01,-2.203573137521743774e-01,1.218481898307800293e+00,5.672295093536376953e-01,1.034137129783630371e+00,4.094704985618591309e-01,3.607986271381378174e-01,-1.732582598924636841e-01
-3.479911088943481445e-01,5.754382014274597168e-01,-8.087736368179321289e-01,-2.373404502868652344e-01,3.437701165676116943e-01,-3.057372011244297028e-02,-1.367328222841024399e-02,9.841202497482299805e-01,-3.040431812405586243e-02,-2.985935471951961517e-02
-1.037050366401672363e+00,4.253079891204833984e-01,-1.435723185539245605e+00,-2.013209015130996704e-01,-2.762016057968139648e-01,6.110245585441589355e-01,-8.953163027763366699e-01,-2.257310003042221069e-01,9.954515099525451660e-02,7.707898616790771484e-01
