1.822526693344116211e+00,3.528937995433807373e-01,2.839967250823974609e+00,1.271949172019958496e+00,1.007706999778747559e+00,1.643164515495300293e+00,2.566853761672973633e-01,5.936928391456604004e-01,1.752015113830566406e+00,6.625445485115051270e-01
1.494467139244079590e+00,3.950494825839996338e-01,2.667148828506469727e+00,1.874846816062927246e+00,1.654795289039611816e+00,7.943437695503234863e-01,3.738577961921691895e-01,3.686616420745849609e-01,1.618330717086791992e+00,3.141885697841644287e-01
2.297950506210327148e+00,-1.658920198678970337e-01,3.692286014556884766e+00,2.339796543121337891e+00,8.802393674850463867e-01,1.788142204284667969e+00,1.206701517105102539e+00,4.919640123844146729e-01,2.079739093780517578e+00,6.949160099029541016e-01
2.347835540771484375e+00,2.372091412544250488e-01,3.126660585403442383e+00,1.964952230453491211e+00,6.799522638320922852e-01,1.331960201263427734e+00,1.706032037734985352e+00,-3.518044650554656982e-01,1.929188847541809082e+00,7.922176718711853027e-01
1.527678251266479492e+00,9.186818003654479980e-01,1.892473578453063965e+00,1.744350552558898926e+00,2.168925762176513672e+00,1.204129695892333984e+00,1.347474932670593262e+00,-2.957495152950286865e-01,1.559278368949890137e+00,4.207897484302520752e-01
1.926999330520629883e+00,-2.994603291153907776e-02,2.793183326721191406e+00,1.605828046798706055e+00,2.580931484699249268e-01,1.903004288673400879e+00,6.513072252273559570e-01,1.043973684310913086e+00,9.415143728256225586e-01,9.885053634643554688e-01
2.504490852355957031e+00,5.049699544906616211e-01,3.060325860977172852e+00,1.727666974067687988e+00,1.744932383298873901e-01,1.587792754173278809e+00,8.925719261169433594e-01,4.646277427673339844e-01,1.025926232337951660e+00,1.189880847930908203e+00
2.531788110733032227e+00,5.668398141860961914e-01,3.309710979461669922e+00,2.110410690307617188e+00,9.392659068107604980e-01,2.294532060623168945e+00,2.690627574920654297e-01,7.956042289733886719e-01,1.180732488632202148e+00,1.267710208892822266e+00
2.557873010635375977e+00,5.104932785034179688e-01,3.582825899124145508e+00,2.353101730346679688e+00,7.880933880805969238e-01,7.287800908088684082e-01,1.678162336349487305e+00,2.103926420211791992e+00,1.812559604644775391e+00,7.793931365013122559e-01
2.538811922073364258e+00,-3.006793931126594543e-02,3.292872428894042969e+00,2.478166818618774414e+00,1.316298127174377441e+00,7.116473913192749023e-01,1.073781728744506836e+00,8.738490939140319824e-01,1.113136410713195801e+00,1.140550255775451660e+00
3.072395563125610352e+00,7.170629501342773438e-01,3.459373950958251953e+00,1.353653669357299805e+00,8.472983837127685547e-01,6.149347424507141113e-01,1.084120869636535645e+00,1.692749142646789551e+00,1.064087748527526855e+00,-6.101950407028198242e-01
2.201396703720092773e+00,5.430095791816711426e-01,2.704460144042968750e+00,2.893811702728271484e+00,1.122810006141662598e+00,1.689543485641479492e+00,1.728255987167358398e+00,3.394631445407867432e-01,1.213801741600036621e+00,7.992614507675170898e-01
1.835423350334167480e+00,8.718644380569458008e-01,3.374999284744262695e+00,1.184069395065307617e+00,6.703602075576782227e-01,1.008982181549072266e+00,5.497758388519287109e-01,2.338796854019165039e+00,9.545612931251525879e-01,7.651920318603515625e-01
1.773536920547485352e+00,-2.801279425621032715e-01,3.082703113555908203e+00,2.077398538589477539e+00,1.194165110588073730e+00,1.291620373725891113e+00,9.683898091316223145e-01,1.091036319732666016e+00,1.471182465553283691e+00,-3.497652113437652588e-01
2.537940025329589844e+00,1.588341221213340759e-02,4.319598197937011719e+00,1.573696374893188477e+00,7.409902215003967285e-01,2.077680349349975586e+00,1.258664250373840332e+00,1.343398451805114746e+00,1.040158510208129883e+00,1.368212223052978516e+00
1.307290196418762207e+00,4.524346590042114258e-01,3.049498796463012695e+00,1.164302945137023926e+00,1.626496434211730957e+00,1.037749648094177246e+00,9.171014428138732910e-01,1.227753758430480957e+00,1.118760704994201660e+00,9.295256137847900391e-01
1.876580834388732910e+00,-1.678527593612670898e-01,2.683520555496215820e+00,1.930752158164978027e+00,1.781515479087829590e+00,9.743115305900573730e-01,8.880404233932495117e-01,1.723438262939453125e+00,5.595005750656127930e-01,5.684353113174438477e-01
2.125781774520874023e+00,-1.823605746030807495e-01,3.273869752883911133e+00,2.422050952911376953e+00,1.449913263320922852e+00,1.717517495155334473e+00,5.572106838226318359e-01,-6.274116039276123047e-01,1.799530267715454102e+00,3.640067875385284424e-01
2.310176134109497070e+00,1.767670214176177979e-01,3.833696365356445312e+00,1.323924660682678223e+00,1.029237627983093262e+00,1.842858672142028809e+00,9.857502579689025879e-01,-2.016724795103073120e-01,5.857591629028320312e-01,7.500795722007751465e-01
8.272033333778381348e-01,-1.368973404169082642e-01,3.324543714523315430e+00,1.306083917617797852e+00,1.921008825302124023e-01,1.606050372123718262e+00,1.206876993179321289e+00,1.171942591667175293e+00,1.930119156837463379e+00,1.818706631660461426e+00
2.633346796035766602e+00,1.913772523403167725e-01,3.062998056411743164e+00,2.428328752517700195e+00,1.379606008529663086e+00,7.219358086585998535e-01,1.786328315734863281e+00,6.750296950340270996e-01,1.887984514236450195e+00,5.847015231847763062e-02
1.403162240982055664e+00,6.278402209281921387e-01,2.682212591171264648e+00,2.071279764175415039e+00,4.647398889064788818e-01,1.254971504211425781e+00,1.251889705657958984e+00,8.004195690155029297e-01,8.912572860717773438e-01,1.141725897789001465e+00
